video_id,video_url,title,channelTitle,publishedAt,duration,shortType,viewCount,likeCount,commentCount
d0md_0EGdLQ,https://www.youtube.com/watch?v=d0md_0EGdLQ,박은빈 - Someday | PARK EUN BIN | 무인도의 디바(CASTAWAY DIVA) | 서목하 | 야외녹음실 | Beyond the Studio,1theK Live - 원더케이 라이브,2023-11-10 17:00:30,PT4M42S,Clip,3073940,71342,4126
2ugJDyef0sU,https://www.youtube.com/watch?v=2ugJDyef0sU,[MV] PARK EUN BIN(박은빈) _ Someday (CASTAWAY DIVA(무인도의 디바) OST 서목하 (박은빈) Vol.1),1theK (원더케이),2023-10-31 12:00:01,PT3M51S,Clip,2370928,34066,1483
LxJneQurqS4,https://www.youtube.com/watch?v=LxJneQurqS4,[MV] PARK EUN BIN(박은빈) _ Night and Day(그날 밤) (Acoustic Ver) (무인도의 디바 OST 서목하 (박은빈) Vol.2),1theK (원더케이),2023-11-07 12:00:09,PT3M19S,Clip,2161054,25723,610
fCCzo-7EAHw,https://www.youtube.com/watch?v=fCCzo-7EAHw,[MV] PARK EUN BIN(박은빈) _ Open Your Eyes (CASTAWAY DIVA(무인도의 디바) OST 서목하 (박은빈) Vol.4),1theK (원더케이),2023-11-21 12:00:19,PT4M6S,Clip,1677735,17607,418
7vsBdjDO-Rw,https://www.youtube.com/watch?v=7vsBdjDO-Rw,[MV] PARK EUN BIN(박은빈) _ Until The End (CASTAWAY DIVA(무인도의 디바) OST 서목하 (박은빈) Vol.5),1theK (원더케이),2023-11-28 18:00:03,PT3M16S,Clip,1597876,17306,466
E5zxVcHeg4c,https://www.youtube.com/watch?v=E5zxVcHeg4c,[𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭] 무인도의 디바 박은빈OST 플레이리스트 - 무인도의 디바 MV 모음 (SUB/가사포함) #박은빈,휘와 Music,2023-12-11 18:00:15,PT44M56S,Clip,1426194,16953,629
8J-8uRDBUKU,https://www.youtube.com/watch?v=8J-8uRDBUKU,"[LIVE] 소원성취한 찐팬 박은빈, 김효진 대신 부르는 노래🎵Someday #무인도의디바 EP.2 | tvN 231029 방송",tvN DRAMA,2023-10-29 22:28:17,PT3M32S,Clip,1180686,19710,702
9JsbuKL9Pio,https://www.youtube.com/watch?v=9JsbuKL9Pio,박은빈이 직접 부른 OST Here I am #무인도의디바,뮤직버디 MusicBuddy,2023-11-14 14:41:24,PT56S,Shorts,947741,24676,257
Sr4Sa3Ygj9Y,https://www.youtube.com/watch?v=Sr4Sa3Ygj9Y,[MV] PARK EUN BIN(박은빈) _ Fly Away (CASTAWAY DIVA(무인도의 디바) OST),1theK (원더케이),2023-12-05 18:00:17,PT3M4S,Clip,766339,9092,304
JWe0_eDltZU,https://www.youtube.com/watch?v=JWe0_eDltZU,박은빈이 직접 부른 OST #someday #무인도의디바,뮤직버디 MusicBuddy,2023-11-01 16:28:10,PT58S,Shorts,723678,27067,295
_mAqMMH4ws0,https://www.youtube.com/watch?v=_mAqMMH4ws0,"//설렘폭발// 박은빈X채종협, 뜨거운 옥탑 키스 #무인도의디바 EP.11 | tvN 231202 방송",tvN DRAMA,2023-12-02 22:32:44,PT2M8S,Clip,686902,7396,368
FrpyA6gBGvQ,https://www.youtube.com/watch?v=FrpyA6gBGvQ,[Official MV] 서목하(박은빈)(Park Eun Bin) - Open Your Eyes l tvN 무인도의 디바(Castaway Diva)OST Vol. 4,뮤직버디 MusicBuddy,2023-11-21 12:00:06,PT4M6S,Clip,623347,9407,162
LmAEeK0y1xA,https://www.youtube.com/watch?v=LmAEeK0y1xA,"[LIVE] 결혼식 축가 무대 오른 박은빈X김효진, 감미로운 듀엣🎶 #무인도의디바 EP.5 | tvN 231111 방송",tvN DRAMA,2023-11-11 22:21:14,PT2M30S,Clip,492182,5669,151
ov6pbCX3nrM,https://www.youtube.com/watch?v=ov6pbCX3nrM,[무인도의 디바 3화/4화 OST MV] Castaway Diva OST 박은빈 Vol.2 – 그날 밤(Night and Day) Contest Ver. (가사포함) #박은빈,휘와 Music,2023-11-08 00:39:55,PT3M48S,Clip,371078,3605,110
oOKXH8vdVK4,https://www.youtube.com/watch?v=oOKXH8vdVK4,[LIVE] 🎵Open Your Eyes🎵 박은빈vs배강희 라이브 대결! #무인도의디바 EP.7 | tvN 231118 방송,tvN DRAMA,2023-11-18 21:57:40,PT2M11S,Clip,358838,4988,133
2iBRCAVn8W0,https://www.youtube.com/watch?v=2iBRCAVn8W0,[박은빈] 무인도의 디바 선공개 영상 목하 컷으로 만들어 본 OST 뮤비ㅣ DREAM US 🎵,휘뿐세상,2023-10-16 15:26:34,PT2M18S,Clip,302207,0,212
sAWXGSzzCVQ,https://www.youtube.com/watch?v=sAWXGSzzCVQ,[무인도의 디바 OST MV] Castaway Diva OST 박은빈 Vol.3 – Here I am (SUB/가사포함) #박은빈,휘와 Music,2023-11-15 04:17:16,PT3M33S,Clip,295550,2265,53
sA6rn7pDMxE,https://www.youtube.com/watch?v=sA6rn7pDMxE,[무인도의 디바 OST MV] Open Your Eyes - Castaway Diva OST 박은빈 Vol.4 (SUB/가사포함) #박은빈,휘와 Music,2023-11-22 01:59:10,PT4M8S,Clip,275791,2528,67
ZS9LN5Whhpc,https://www.youtube.com/watch?v=ZS9LN5Whhpc,이무진 - 쉼표 (드라마 ＜무인도의 디바＞ OST) [더 시즌즈-박보검의 칸타빌레] | KBS 250530 방송,KBS Kpop,2025-05-31 00:46:13,PT3M36S,Clip,247514,2091,132
q1fP-JQD-NE,https://www.youtube.com/watch?v=q1fP-JQD-NE,231019 무인도의디바 쇼케이스에서 노래 한소절 부르는 #박은빈,버니 BUNNY,2023-10-20 11:20:40,PT15S,Shorts,210081,8090,55
SP8faeC6lMg,https://www.youtube.com/watch?v=SP8faeC6lMg,이 노래 눔눔 죠아 ㅠㅠ무인도의 디바OST - Someday #무인도의디바 #박은빈,으니데이Euniday,2023-11-25 18:16:00,PT27S,Shorts,206925,3357,113
csdbBdkTHFo,https://www.youtube.com/watch?v=csdbBdkTHFo,[무인도의 디바 OST MV] Castaway Diva OST 박은빈 – Until The End (SUB/가사포함/드라마영상음원) #박은빈,휘와 Music,2023-11-26 06:23:04,PT3M18S,Clip,200099,2094,67
